scenario_id,objective_id,dataset_id,dw_id,candidate_query_count,profile_id,target_category,target_state,complexity_level,virtual_node_depth,superposition_width,objective_file,scenario_file,validation_status
fm_a_category_state_profitability_canned_foods_or,O_FM_A_CATEGORY_STATE_PROFITABILITY_CANNED_FOODS_OR,foodmart,foodmart,12,category_state_profitability,Canned Foods,OR,3,2,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_category_state_profitability_canned_foods_or.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_canned_foods_or.json,pending_physical_execution
fm_a_category_state_profitability_canned_foods_bc,O_FM_A_CATEGORY_STATE_PROFITABILITY_CANNED_FOODS_BC,foodmart,foodmart,12,category_state_profitability,Canned Foods,BC,3,2,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_category_state_profitability_canned_foods_bc.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_canned_foods_bc.json,pending_physical_execution
fm_a_category_state_profitability_frozen_foods_wa,O_FM_A_CATEGORY_STATE_PROFITABILITY_FROZEN_FOODS_WA,foodmart,foodmart,12,category_state_profitability,Frozen Foods,WA,3,2,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_category_state_profitability_frozen_foods_wa.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_frozen_foods_wa.json,pending_physical_execution
fm_a_category_state_profitability_frozen_foods_ca,O_FM_A_CATEGORY_STATE_PROFITABILITY_FROZEN_FOODS_CA,foodmart,foodmart,12,category_state_profitability,Frozen Foods,CA,3,2,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_category_state_profitability_frozen_foods_ca.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_frozen_foods_ca.json,pending_physical_execution
fm_a_category_state_profitability_frozen_foods_or,O_FM_A_CATEGORY_STATE_PROFITABILITY_FROZEN_FOODS_OR,foodmart,foodmart,12,category_state_profitability,Frozen Foods,OR,3,2,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_category_state_profitability_frozen_foods_or.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_frozen_foods_or.json,pending_physical_execution
fm_a_category_state_profitability_frozen_foods_bc,O_FM_A_CATEGORY_STATE_PROFITABILITY_FROZEN_FOODS_BC,foodmart,foodmart,12,category_state_profitability,Frozen Foods,BC,3,2,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_category_state_profitability_frozen_foods_bc.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_category_state_profitability_frozen_foods_bc.json,pending_physical_execution
fm_a_coverage_and_guard_mix_beer_and_wine_wa,O_FM_A_COVERAGE_AND_GUARD_MIX_BEER_AND_WINE_WA,foodmart,foodmart,12,coverage_and_guard_mix,Beer and Wine,WA,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_beer_and_wine_wa.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_beer_and_wine_wa.json,pending_physical_execution
fm_a_coverage_and_guard_mix_beer_and_wine_ca,O_FM_A_COVERAGE_AND_GUARD_MIX_BEER_AND_WINE_CA,foodmart,foodmart,12,coverage_and_guard_mix,Beer and Wine,CA,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_beer_and_wine_ca.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_beer_and_wine_ca.json,pending_physical_execution
fm_a_coverage_and_guard_mix_beer_and_wine_or,O_FM_A_COVERAGE_AND_GUARD_MIX_BEER_AND_WINE_OR,foodmart,foodmart,12,coverage_and_guard_mix,Beer and Wine,OR,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_beer_and_wine_or.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_beer_and_wine_or.json,pending_physical_execution
fm_a_coverage_and_guard_mix_beer_and_wine_bc,O_FM_A_COVERAGE_AND_GUARD_MIX_BEER_AND_WINE_BC,foodmart,foodmart,12,coverage_and_guard_mix,Beer and Wine,BC,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_beer_and_wine_bc.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_beer_and_wine_bc.json,pending_physical_execution
fm_a_coverage_and_guard_mix_dairy_wa,O_FM_A_COVERAGE_AND_GUARD_MIX_DAIRY_WA,foodmart,foodmart,12,coverage_and_guard_mix,Dairy,WA,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_dairy_wa.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_dairy_wa.json,pending_physical_execution
fm_a_coverage_and_guard_mix_dairy_ca,O_FM_A_COVERAGE_AND_GUARD_MIX_DAIRY_CA,foodmart,foodmart,12,coverage_and_guard_mix,Dairy,CA,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_dairy_ca.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_dairy_ca.json,pending_physical_execution
fm_a_coverage_and_guard_mix_dairy_or,O_FM_A_COVERAGE_AND_GUARD_MIX_DAIRY_OR,foodmart,foodmart,12,coverage_and_guard_mix,Dairy,OR,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_dairy_or.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_dairy_or.json,pending_physical_execution
fm_a_coverage_and_guard_mix_dairy_bc,O_FM_A_COVERAGE_AND_GUARD_MIX_DAIRY_BC,foodmart,foodmart,12,coverage_and_guard_mix,Dairy,BC,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_dairy_bc.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_dairy_bc.json,pending_physical_execution
fm_a_coverage_and_guard_mix_produce_wa,O_FM_A_COVERAGE_AND_GUARD_MIX_PRODUCE_WA,foodmart,foodmart,12,coverage_and_guard_mix,Produce,WA,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_produce_wa.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_produce_wa.json,pending_physical_execution
fm_a_coverage_and_guard_mix_produce_ca,O_FM_A_COVERAGE_AND_GUARD_MIX_PRODUCE_CA,foodmart,foodmart,12,coverage_and_guard_mix,Produce,CA,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_produce_ca.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_produce_ca.json,pending_physical_execution
fm_a_coverage_and_guard_mix_produce_or,O_FM_A_COVERAGE_AND_GUARD_MIX_PRODUCE_OR,foodmart,foodmart,12,coverage_and_guard_mix,Produce,OR,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_produce_or.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_produce_or.json,pending_physical_execution
fm_a_coverage_and_guard_mix_produce_bc,O_FM_A_COVERAGE_AND_GUARD_MIX_PRODUCE_BC,foodmart,foodmart,12,coverage_and_guard_mix,Produce,BC,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_produce_bc.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_produce_bc.json,pending_physical_execution
fm_a_coverage_and_guard_mix_snack_foods_wa,O_FM_A_COVERAGE_AND_GUARD_MIX_SNACK_FOODS_WA,foodmart,foodmart,12,coverage_and_guard_mix,Snack Foods,WA,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_snack_foods_wa.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_snack_foods_wa.json,pending_physical_execution
fm_a_coverage_and_guard_mix_snack_foods_ca,O_FM_A_COVERAGE_AND_GUARD_MIX_SNACK_FOODS_CA,foodmart,foodmart,12,coverage_and_guard_mix,Snack Foods,CA,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_snack_foods_ca.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_snack_foods_ca.json,pending_physical_execution
fm_a_coverage_and_guard_mix_snack_foods_or,O_FM_A_COVERAGE_AND_GUARD_MIX_SNACK_FOODS_OR,foodmart,foodmart,12,coverage_and_guard_mix,Snack Foods,OR,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_snack_foods_or.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_snack_foods_or.json,pending_physical_execution
fm_a_coverage_and_guard_mix_snack_foods_bc,O_FM_A_COVERAGE_AND_GUARD_MIX_SNACK_FOODS_BC,foodmart,foodmart,12,coverage_and_guard_mix,Snack Foods,BC,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_snack_foods_bc.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_snack_foods_bc.json,pending_physical_execution
fm_a_coverage_and_guard_mix_canned_foods_wa,O_FM_A_COVERAGE_AND_GUARD_MIX_CANNED_FOODS_WA,foodmart,foodmart,12,coverage_and_guard_mix,Canned Foods,WA,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_canned_foods_wa.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_canned_foods_wa.json,pending_physical_execution
fm_a_coverage_and_guard_mix_canned_foods_ca,O_FM_A_COVERAGE_AND_GUARD_MIX_CANNED_FOODS_CA,foodmart,foodmart,12,coverage_and_guard_mix,Canned Foods,CA,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_canned_foods_ca.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_canned_foods_ca.json,pending_physical_execution
fm_a_coverage_and_guard_mix_canned_foods_or,O_FM_A_COVERAGE_AND_GUARD_MIX_CANNED_FOODS_OR,foodmart,foodmart,12,coverage_and_guard_mix,Canned Foods,OR,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_canned_foods_or.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_canned_foods_or.json,pending_physical_execution
fm_a_coverage_and_guard_mix_canned_foods_bc,O_FM_A_COVERAGE_AND_GUARD_MIX_CANNED_FOODS_BC,foodmart,foodmart,12,coverage_and_guard_mix,Canned Foods,BC,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_canned_foods_bc.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_canned_foods_bc.json,pending_physical_execution
fm_a_coverage_and_guard_mix_frozen_foods_wa,O_FM_A_COVERAGE_AND_GUARD_MIX_FROZEN_FOODS_WA,foodmart,foodmart,12,coverage_and_guard_mix,Frozen Foods,WA,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_frozen_foods_wa.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_frozen_foods_wa.json,pending_physical_execution
fm_a_coverage_and_guard_mix_frozen_foods_ca,O_FM_A_COVERAGE_AND_GUARD_MIX_FROZEN_FOODS_CA,foodmart,foodmart,12,coverage_and_guard_mix,Frozen Foods,CA,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_frozen_foods_ca.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_frozen_foods_ca.json,pending_physical_execution
fm_a_coverage_and_guard_mix_frozen_foods_or,O_FM_A_COVERAGE_AND_GUARD_MIX_FROZEN_FOODS_OR,foodmart,foodmart,12,coverage_and_guard_mix,Frozen Foods,OR,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_frozen_foods_or.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_frozen_foods_or.json,pending_physical_execution
fm_a_coverage_and_guard_mix_frozen_foods_bc,O_FM_A_COVERAGE_AND_GUARD_MIX_FROZEN_FOODS_BC,foodmart,foodmart,12,coverage_and_guard_mix,Frozen Foods,BC,4,3,2,experiments/article/real_execution/foodmart_campaign_a_library/objectives/objective_fm_a_coverage_and_guard_mix_frozen_foods_bc.json,experiments/article/real_execution/foodmart_campaign_a_library/scenarios/fm_a_coverage_and_guard_mix_frozen_foods_bc.json,pending_physical_execution
